what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421970020135
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421970025258
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421970038983
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421970049648
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970051302
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421970073870
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970075515
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970095397
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1421970160810
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421970164929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970176360
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970195441
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421970208087
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970228536
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970229350
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970231324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1421970245302
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970247015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970267959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970270109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970273946
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970275916
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970314528
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970316336
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970318087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970319733
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970328095
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970329443
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970337238
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970338800
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970354457
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970377968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970394408
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970399566
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970402354
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421970405159
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970413144
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970413222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970432969
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1421970433037
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.rename",1421970433037
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970436736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970436817
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970444605
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1421970444668
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.rename",1421970444668
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970445679
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970499113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970499899
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970535407
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970537719
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1421970568303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970574323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970595655
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970598144
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970603408
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970614650
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970629815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970631661
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970633380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970634837
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970636489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970637274
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970644906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970645755
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970647600
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970654608
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970667773
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970743849
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970748052
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970750857
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.help.aboutAction",1421970750932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970752399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970792778
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970831892
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970842054
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970842054
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421970847647
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970850561
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421970858296
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421970858296
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421970944906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970955152
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421970997060
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421971004720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422043063944
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422043066346
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1422219904720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422219905433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422219911396
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422225503425
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422225511267
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422312421383
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1422312421579
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1422312421618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422312421975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422312425234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422312433467
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1425412100883
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1425412101071
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1425412101339
error,log,,,"Unhandled event loop exception during blocked modal context.",1425412101455
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1425412102017
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1425412102021
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1425412102024
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1425412102027
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1425412102027
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1425412102027
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1425412102027
stopped,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1425412102028
stopped,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1425412102028
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1425412102031
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1425412102033
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.0.v201004290328,"org.eclipse.wst.xml.xpath.ui",1425412102036
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1425412102044
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1425412102046
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1425412102046
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1425412102051
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1425412102052
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1425412102054
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1425412102054
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1425412102054
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1425412102057
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1425412102059
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1425412102059
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1425412102062
stopped,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1425412102063
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1425412102063
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1425412102064
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1425412102066
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.200.v20090113,"org.eclipse.wst.server.http.ui",1425412102069
stopped,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1425412102069
stopped,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1425412102071
activated,perspective,org.eclipse.wst.web.ui,,"org.eclipse.wst.web.ui.webDevPerspective",1481368825391
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1481368825393
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1481368825393
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1481368825394
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1481368825394
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1481368825394
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1481368825399
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1481368825399
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1481368825399
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1481368825399
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1481368825399
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1481368825400
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1481368825400
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1481368825400
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1481368825401
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1481368825401
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1481368825401
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1481368825401
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1481368825401
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1481368825402
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1481368825402
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1481368825402
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1481368825402
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1481368825402
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1481368825402
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1481368825403
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1481368825404
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1481368825404
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1481368825405
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1481368825405
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1481368825405
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1481368825406
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1481368825406
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1481368825407
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1481368825407
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1481368825408
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1481368825408
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1481368825408
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1481368825409
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1481368825409
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1481368825409
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1481368825409
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1481368825409
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1481368825409
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1481368825410
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1481368825410
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1481368825410
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1481368825410
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1481368825410
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1481368825410
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1481368825410
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1481368825410
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1481368825410
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1481368825411
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1481368825411
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1481368825411
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1481368825411
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1481368825411
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1481368825411
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1481368825411
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1481368825411
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1481368825411
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1481368825411
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1481368825411
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1481368825411
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1481368825411
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1481368825411
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1481368825412
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1481368825412
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1481368825412
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1481368825412
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1481368825412
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1481368825412
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1481368825412
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1481368825412
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1481368825412
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1481368825412
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1481368825412
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1481368825412
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1481368825412
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1481368825412
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1481368825412
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1481368825412
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1481368825412
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1481368825412
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1481368825412
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1481368825412
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1481368825412
os,sysinfo,,,"macosx",1481368825431
arch,sysinfo,,,"x86_64",1481368825431
ws,sysinfo,,,"cocoa",1481368825431
locale,sysinfo,,,"en_US",1481368825431
processors,sysinfo,,,"4",1481368825431
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1481368825431
java.runtime.version,sysinfo,,,"1.6.0_65-b14-466.1-11M4716",1481368825431
java.specification.name,sysinfo,,,"Java Platform API Specification",1481368825431
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1481368825431
java.specification.version,sysinfo,,,"1.6",1481368825431
java.vendor,sysinfo,,,"Apple Inc.",1481368825431
java.version,sysinfo,,,"1.6.0_65",1481368825431
