what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881667806
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881668446
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881672460
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881689956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881722257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881753399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881768605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881777778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881779361
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1421881787807
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421881791731
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421881795951
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421881797694
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1421881805786
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881810337
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1421881810483
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881816758
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1421881820790
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881823794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421881828552
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1421881830570
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881830734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421881846820
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421881849728
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881854347
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421881864643
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421881866048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881867596
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881869043
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881869058
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881869827
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881874119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881889452
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421881891898
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421881932474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421882116069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421882118336
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421882230086
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421882231383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969096770
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969121501
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969137776
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421969140656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969143116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969146244
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969146262
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969148250
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969157641
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421969159192
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969162757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969169407
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969169581
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969169617
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969171322
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969174315
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421969178316
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421969181359
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421969183108
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969186475
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969190797
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969206346
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969211818
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969216342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421969216432
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969226285
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969226325
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969233374
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969245897
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969250772
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969256482
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969258581
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969261991
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969263804
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969263804
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969265794
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969270618
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969273091
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969274976
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969274976
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1421969276274
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969277440
closed,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1421969277440
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969283691
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969288932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969331892
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969332766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969678590
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421969684022
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969687070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421969694106
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969694243
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421969694271
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1421969697370
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421969698552
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421969704708
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421969710530
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969715895
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421969715988
